SUBJECT,GROUP,ITEM,GRAMM,RULE,ACC,DPRIME,RT,CONF,SOURCE,CHAN,WM,LLAMAB,LLAMAD,LLAMAE,LLAMAF,LLAMATOTAL
20,1,64,1,3,1,-0.167131483,66.18,3,2,-0.167105263,0.9,60,35,100,10,205
20,1,67,1,3,1,-0.167131483,392.37,2,2,-0.167105263,0.9,60,35,100,10,205
20,1,69,1,3,1,-0.167131483,3733.43,3,1,-0.167105263,0.9,60,35,100,10,205
20,1,71,1,3,1,-0.167131483,687.49,3,2,-0.167105263,0.9,60,35,100,10,205
20,1,80,1,3,0,-0.167131483,145.85,2,1,-0.167105263,0.9,60,35,100,10,205
20,1,5,0,3,0,-0.167131483,90.37,3,1,-0.167105263,0.9,60,35,100,10,205
20,1,8,0,3,0,-0.167131483,453.39,3,1,-0.167105263,0.9,60,35,100,10,205
20,1,10,0,3,0,-0.167131483,78.58,3,1,-0.167105263,0.9,60,35,100,10,205
20,1,12,0,3,0,-0.167131483,1374.7,3,1,-0.167105263,0.9,60,35,100,10,205
20,1,15,0,3,1,-0.167131483,1216.48,3,2,-0.167105263,0.9,60,35,100,10,205
20,1,16,0,3,0,-0.167131483,44.42,3,1,-0.167105263,0.9,60,35,100,10,205
20,1,21,0,3,1,-0.167131483,506.68,2,1,-0.167105263,0.9,60,35,100,10,205
20,1,25,0,3,0,-0.167131483,1195.73,3,2,-0.167105263,0.9,60,35,100,10,205
20,1,32,0,3,0,-0.167131483,310.74,3,2,-0.167105263,0.9,60,35,100,10,205
20,1,33,0,3,0,-0.167131483,463.59,3,2,-0.167105263,0.9,60,35,100,10,205
20,1,40,0,3,1,-0.167131483,588.86,3,2,-0.167105263,0.9,60,35,100,10,205
20,1,56,0,3,0,-0.167131483,840.27,3,1,-0.167105263,0.9,60,35,100,10,205
20,1,60,0,3,0,-0.167131483,702.57,3,2,-0.167105263,0.9,60,35,100,10,205
20,1,66,0,3,0,-0.167131483,245.42,2,2,-0.167105263,0.9,60,35,100,10,205
20,1,74,0,3,0,-0.167131483,778.8,3,2,-0.167105263,0.9,60,35,100,10,205
20,1,79,0,3,0,-0.167131483,145.17,3,2,-0.167105263,0.9,60,35,100,10,205
21,2,1,1,1,1,0.289592222,1931.75,2,1,-0.167532468,0.4,40,20,70,10,140
21,2,3,1,1,0,0.289592222,3492.77,3,2,-0.167532468,0.4,40,20,70,10,140
21,2,7,1,1,1,0.289592222,1111.84,2,4,-0.167532468,0.4,40,20,70,10,140
21,2,11,1,1,1,0.289592222,1326.03,2,2,-0.167532468,0.4,40,20,70,10,140
21,2,19,1,1,,0.289592222,152.49,3,4,-0.167532468,0.4,40,20,70,10,140
21,2,28,1,1,1,0.289592222,1985.72,2,2,-0.167532468,0.4,40,20,70,10,140
21,2,46,1,1,0,0.289592222,282.43,1,2,-0.167532468,0.4,40,20,70,10,140
21,2,54,1,1,0,0.289592222,487,4,2,-0.167532468,0.4,40,20,70,10,140
21,2,62,1,1,0,0.289592222,798.22,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,72,1,1,0,0.289592222,2070.53,2,1,-0.167532468,0.4,40,20,70,10,140
21,2,6,0,1,1,0.289592222,2983.01,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,14,0,1,0,0.289592222,1639.58,2,2,-0.167532468,0.4,40,20,70,10,140
21,2,26,0,1,0,0.289592222,3374.03,1,1,-0.167532468,0.4,40,20,70,10,140
21,2,30,0,1,1,0.289592222,380.62,2,1,-0.167532468,0.4,40,20,70,10,140
21,2,39,0,1,0,0.289592222,2187.05,2,3,-0.167532468,0.4,40,20,70,10,140
21,2,44,0,1,1,0.289592222,1146.32,3,2,-0.167532468,0.4,40,20,70,10,140
21,2,63,0,1,1,0.289592222,896.61,1,4,-0.167532468,0.4,40,20,70,10,140
21,2,78,0,1,1,0.289592222,494.09,2,2,-0.167532468,0.4,40,20,70,10,140
21,2,23,1,2,1,0.289592222,1510.05,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,29,1,2,1,0.289592222,2184.58,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,34,1,2,1,0.289592222,93.19,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,41,1,2,1,0.289592222,2430.25,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,45,1,2,0,0.289592222,1861.01,4,2,-0.167532468,0.4,40,20,70,10,140
21,2,51,1,2,0,0.289592222,72.25,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,52,1,2,1,0.289592222,1515.72,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,65,1,2,1,0.289592222,3225.02,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,73,1,2,0,0.289592222,2972.3,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,77,1,2,1,0.289592222,1030.78,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,9,0,2,0,0.289592222,4397.41,3,3,-0.167532468,0.4,40,20,70,10,140
21,2,18,0,2,1,0.289592222,2319.86,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,20,0,2,0,0.289592222,681.25,1,1,-0.167532468,0.4,40,20,70,10,140
21,2,22,0,2,1,0.289592222,1448.39,2,4,-0.167532468,0.4,40,20,70,10,140
21,2,24,0,2,1,0.289592222,2007.16,2,2,-0.167532468,0.4,40,20,70,10,140
21,2,31,0,2,1,0.289592222,1925.23,2,1,-0.167532468,0.4,40,20,70,10,140
21,2,36,0,2,1,0.289592222,840.58,2,1,-0.167532468,0.4,40,20,70,10,140
21,2,42,0,2,1,0.289592222,507.2,2,4,-0.167532468,0.4,40,20,70,10,140
21,2,47,0,2,1,0.289592222,1108.03,1,2,-0.167532468,0.4,40,20,70,10,140
21,2,48,0,2,1,0.289592222,981.76,3,2,-0.167532468,0.4,40,20,70,10,140
21,2,57,0,2,0,0.289592222,2255.12,1,1,-0.167532468,0.4,40,20,70,10,140
21,2,61,0,2,0,0.289592222,177.79,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,68,0,2,1,0.289592222,434.34,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,70,0,2,1,0.289592222,470.75,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,75,0,2,1,0.289592222,3786.96,3, ,-0.167532468,0.4,40,20,70,10,140
21,2,76,0,2,0,0.289592222,2464.76,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,2,1,3,1,0.289592222,3983.85,3,3,-0.167532468,0.4,40,20,70,10,140
21,2,4,1,3,0,0.289592222,1064.37,2,2,-0.167532468,0.4,40,20,70,10,140
21,2,13,1,3,1,0.289592222,163.65,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,17,1,3,1,0.289592222,2249.45,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,27,1,3,1,0.289592222,1672.43,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,35,1,3,1,0.289592222,4356.99,2,1,-0.167532468,0.4,40,20,70,10,140
21,2,37,1,3,1,0.289592222,1391.87,1,1,-0.167532468,0.4,40,20,70,10,140
21,2,38,1,3,0,0.289592222,186.74,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,43,1,3,1,0.289592222,794.1,1,1,-0.167532468,0.4,40,20,70,10,140
21,2,49,1,3,1,0.289592222,541.23,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,50,1,3,0,0.289592222,82.93,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,53,1,3,0,0.289592222,255.53,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,55,1,3,0,0.289592222,3145.59,3,4,-0.167532468,0.4,40,20,70,10,140
21,2,58,1,3,1,0.289592222,961.35,2,4,-0.167532468,0.4,40,20,70,10,140
21,2,59,1,3,1,0.289592222,359.99,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,64,1,3,0,0.289592222,768.61,3,4,-0.167532468,0.4,40,20,70,10,140
21,2,67,1,3,1,0.289592222,126.3,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,69,1,3,1,0.289592222,2117.12,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,71,1,3,0,0.289592222,655.35,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,80,1,3,0,0.289592222,609.27,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,5,0,3,1,0.289592222,1242.74,2,2,-0.167532468,0.4,40,20,70,10,140
21,2,8,0,3,0,0.289592222,786.1,3,1,-0.167532468,0.4,40,20,70,10,140
21,2,10,0,3,1,0.289592222,3555.56,2,2,-0.167532468,0.4,40,20,70,10,140
21,2,12,0,3,0,0.289592222,1390.86,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,15,0,3,1,0.289592222,3830,4,4,-0.167532468,0.4,40,20,70,10,140
21,2,16,0,3,1,0.289592222,3023.26,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,21,0,3,1,0.289592222,576.47,3,4,-0.167532468,0.4,40,20,70,10,140
21,2,25,0,3,0,0.289592222,155.18,3,4,-0.167532468,0.4,40,20,70,10,140
21,2,32,0,3,0,0.289592222,1346.48,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,33,0,3,0,0.289592222,1169.39,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,40,0,3,0,0.289592222,608.29,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,56,0,3,0,0.289592222,2077.64,3,3,-0.167532468,0.4,40,20,70,10,140
21,2,60,0,3,0,0.289592222,349.13,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,66,0,3,0,0.289592222,1986.92,5,4,-0.167532468,0.4,40,20,70,10,140
21,2,74,0,3,0,0.289592222,972.31,3,4,-0.167532468,0.4,40,20,70,10,140
21,2,79,0,3,0,0.289592222,634.32,5,4,-0.167532468,0.4,40,20,70,10,140
22,1,1,1,1,1,-0.936597596,1683.64,,,,0.55,65,20,60,70,215
22,1,3,1,1,1,-0.936597596,2261.35,,,,0.55,65,20,60,70,215
22,1,7,1,1,1,-0.936597596,2845.56,,,,0.55,65,20,60,70,215
22,1,11,1,1,1,-0.936597596,1620.11,,,,0.55,65,20,60,70,215
22,1,19,1,1,1,-0.936597596,988.24,,,,0.55,65,20,60,70,215
22,1,28,1,1,1,-0.936597596,193.41,,,,0.55,65,20,60,70,215
22,1,46,1,1,,-0.936597596,331.98,,,,0.55,65,20,60,70,215
22,1,54,1,1,1,-0.936597596,796.8,,,,0.55,65,20,60,70,215
22,1,62,1,1,1,-0.936597596,2834.7,,,,0.55,65,20,60,70,215
22,1,72,1,1,1,-0.936597596,606.83,,,,0.55,65,20,60,70,215
22,1,6,0,1,0,-0.936597596,2213.91,,,,0.55,65,20,60,70,215
22,1,14,0,1,0,-0.936597596,3805.11,,,,0.55,65,20,60,70,215
22,1,26,0,1,0,-0.936597596,523.98,,,,0.55,65,20,60,70,215
22,1,30,0,1,1,-0.936597596,939.17,,,,0.55,65,20,60,70,215
22,1,39,0,1,0,-0.936597596,876.37,,,,0.55,65,20,60,70,215
22,1,44,0,1,0,-0.936597596,2514.51,,,,0.55,65,20,60,70,215
22,1,63,0,1,0,-0.936597596,796.29,,,,0.55,65,20,60,70,215
22,1,78,0,1,0,-0.936597596,5665.96,,,,0.55,65,20,60,70,215
22,1,23,1,2,1,-0.936597596,977.55,,,,0.55,65,20,60,70,215
22,1,29,1,2,1,-0.936597596,1077.03,,,,0.55,65,20,60,70,215
22,1,34,1,2,0,-0.936597596,3554.41,,,,0.55,65,20,60,70,215
22,1,41,1,2,0,-0.936597596,2438.62,,,,0.55,65,20,60,70,215
22,1,45,1,2,0,-0.936597596,1944.36,,,,0.55,65,20,60,70,215
22,1,51,1,2,0,-0.936597596,1583.67,,,,0.55,65,20,60,70,215
22,1,52,1,2,0,-0.936597596,1736.2,,,,0.55,65,20,60,70,215
22,1,65,1,2,0,-0.936597596,3844.33,,,,0.55,65,20,60,70,215
22,1,73,1,2,0,-0.936597596,1777.43,,,,0.55,65,20,60,70,215
22,1,77,1,2,0,-0.936597596,1526.99,,,,0.55,65,20,60,70,215
22,1,9,0,2,0,-0.936597596,1108.4,,,,0.55,65,20,60,70,215
22,1,18,0,2,0,-0.936597596,1151.01,,,,0.55,65,20,60,70,215
22,1,20,0,2,0,-0.936597596,3136.48,,,,0.55,65,20,60,70,215
22,1,22,0,2,1,-0.936597596,533.83,,,,0.55,65,20,60,70,215
22,1,24,0,2,1,-0.936597596,2194.94,,,,0.55,65,20,60,70,215
22,1,31,0,2,0,-0.936597596,656.3,,,,0.55,65,20,60,70,215
22,1,36,0,2,0,-0.936597596,602.58,,,,0.55,65,20,60,70,215
22,1,42,0,2,0,-0.936597596,798,,,,0.55,65,20,60,70,215
22,1,47,0,2,1,-0.936597596,842.43,,,,0.55,65,20,60,70,215
22,1,48,0,2,0,-0.936597596,335.44,,,,0.55,65,20,60,70,215
22,1,57,0,2,,-0.936597596,248.62,,,,0.55,65,20,60,70,215
22,1,61,0,2,0,-0.936597596,3747.78,,,,0.55,65,20,60,70,215
22,1,68,0,2,0,-0.936597596,305.49,,,,0.55,65,20,60,70,215
22,1,70,0,2,0,-0.936597596,924.26,,,,0.55,65,20,60,70,215
22,1,75,0,2,,-0.936597596,304.23,,,,0.55,65,20,60,70,215
22,1,76,0,2,,-0.936597596,344.43,,,,0.55,65,20,60,70,215
22,1,2,1,3,0,-0.936597596,3436.55,,,,0.55,65,20,60,70,215
22,1,4,1,3,0,-0.936597596,704.65,,,,0.55,65,20,60,70,215
22,1,13,1,3,0,-0.936597596,1768.17,,,,0.55,65,20,60,70,215
22,1,17,1,3,0,-0.936597596,651.54,,,,0.55,65,20,60,70,215
22,1,27,1,3,0,-0.936597596,4383.83,,,,0.55,65,20,60,70,215
22,1,35,1,3,0,-0.936597596,1073.25,,,,0.55,65,20,60,70,215
22,1,37,1,3,0,-0.936597596,1976.98,,,,0.55,65,20,60,70,215
22,1,38,1,3,0,-0.936597596,2232.87,,,,0.55,65,20,60,70,215
22,1,43,1,3,0,-0.936597596,685.25,,,,0.55,65,20,60,70,215
22,1,49,1,3,0,-0.936597596,253.02,,,,0.55,65,20,60,70,215
22,1,50,1,3,0,-0.936597596,459.38,,,,0.55,65,20,60,70,215
22,1,53,1,3,0,-0.936597596,2312.92,,,,0.55,65,20,60,70,215
22,1,55,1,3,0,-0.936597596,3182.67,,,,0.55,65,20,60,70,215
22,1,58,1,3,0,-0.936597596,2625.13,,,,0.55,65,20,60,70,215
22,1,59,1,3,0,-0.936597596,1855.07,,,,0.55,65,20,60,70,215
22,1,64,1,3,,-0.936597596,512.89,,,,0.55,65,20,60,70,215
22,1,67,1,3,0,-0.936597596,651.03,,,,0.55,65,20,60,70,215
22,1,69,1,3,0,-0.936597596,3067.62,,,,0.55,65,20,60,70,215
22,1,71,1,3,0,-0.936597596,2270.35,,,,0.55,65,20,60,70,215
22,1,80,1,3,0,-0.936597596,148.33,,,,0.55,65,20,60,70,215
22,1,5,0,3,1,-0.936597596,2249.97,,,,0.55,65,20,60,70,215
22,1,8,0,3,1,-0.936597596,2046.03,,,,0.55,65,20,60,70,215
22,1,10,0,3,1,-0.936597596,2901.47,,,,0.55,65,20,60,70,215
22,1,12,0,3,1,-0.936597596,1697.17,,,,0.55,65,20,60,70,215
22,1,15,0,3,0,-0.936597596,3308.94,,,,0.55,65,20,60,70,215
22,1,16,0,3,0,-0.936597596,2346.71,,,,0.55,65,20,60,70,215
22,1,21,0,3,0,-0.936597596,1345.83,,,,0.55,65,20,60,70,215
22,1,25,0,3,0,-0.936597596,2623.84,,,,0.55,65,20,60,70,215
22,1,32,0,3,1,-0.936597596,1505.73,,,,0.55,65,20,60,70,215
22,1,33,0,3,1,-0.936597596,4173.9,,,,0.55,65,20,60,70,215
22,1,40,0,3,0,-0.936597596,1410.52,,,,0.55,65,20,60,70,215
22,1,56,0,3,1,-0.936597596,2079.8,,,,0.55,65,20,60,70,215
22,1,60,0,3,1,-0.936597596,824.27,,,,0.55,65,20,60,70,215
22,1,66,0,3,0,-0.936597596,2260.34,,,,0.55,65,20,60,70,215
22,1,74,0,3,1,-0.936597596,1175.77,,,,0.55,65,20,60,70,215
22,1,79,0,3,0,-0.936597596,405.44,,,,0.55,65,20,60,70,215
23,2,1,1,1,1,0.477163024,1437.03,5,3,-0.484848485,0.6,25,35,60,30,150
23,2,3,1,1,1,0.477163024,1247.47,4,2,-0.484848485,0.6,25,35,60,30,150
23,2,7,1,1,1,0.477163024,550.23,3,2,-0.484848485,0.6,25,35,60,30,150
23,2,11,1,1,1,0.477163024,2688.63,2,1,-0.484848485,0.6,25,35,60,30,150
23,2,19,1,1,1,0.477163024,279.87,4,3,-0.484848485,0.6,25,35,60,30,150
23,2,28,1,1,0,0.477163024,2006.75,3,1,-0.484848485,0.6,25,35,60,30,150
23,2,46,1,1,1,0.477163024,1331.15,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,54,1,1,0,0.477163024,911.52,1,2,-0.484848485,0.6,25,35,60,30,150
23,2,62,1,1,1,0.477163024,378.87,5,3,-0.484848485,0.6,25,35,60,30,150
23,2,72,1,1,,0.477163024,745.81,2,2,-0.484848485,0.6,25,35,60,30,150
23,2,6,0,1,0,0.477163024,768.99,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,14,0,1,0,0.477163024,2842.77,5,3,-0.484848485,0.6,25,35,60,30,150
23,2,26,0,1,1,0.477163024,1419.2,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,30,0,1,,0.477163024,1094.93,3,4,-0.484848485,0.6,25,35,60,30,150
23,2,39,0,1,1,0.477163024,1093.55,3,2,-0.484848485,0.6,25,35,60,30,150
23,2,44,0,1,0,0.477163024,276.91,,5,-0.484848485,0.6,25,35,60,30,150
23,2,63,0,1,0,0.477163024,683.58,5,3,-0.484848485,0.6,25,35,60,30,150
23,2,78,0,1,0,0.477163024,289.33,5,4,-0.484848485,0.6,25,35,60,30,150
23,2,23,1,2,0,0.477163024,962.59,5,4,-0.484848485,0.6,25,35,60,30,150
23,2,29,1,2,,0.477163024,111.11,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,34,1,2,1,0.477163024,2196.32,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,41,1,2,,0.477163024,154.19,3,2,-0.484848485,0.6,25,35,60,30,150
23,2,45,1,2,0,0.477163024,601.54,5,4,-0.484848485,0.6,25,35,60,30,150
23,2,51,1,2,1,0.477163024,165.03,1,2,-0.484848485,0.6,25,35,60,30,150
23,2,52,1,2,,0.477163024,63.33,5,2,-0.484848485,0.6,25,35,60,30,150
23,2,65,1,2,,0.477163024,1351.53,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,73,1,2,,0.477163024,31.95,2,3,-0.484848485,0.6,25,35,60,30,150
23,2,77,1,2,1,0.477163024,823.14,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,9,0,2,1,0.477163024,2294.88,2,1,-0.484848485,0.6,25,35,60,30,150
23,2,18,0,2,0,0.477163024,1861.39,5,3,-0.484848485,0.6,25,35,60,30,150
23,2,20,0,2,1,0.477163024,2399.62,3,1,-0.484848485,0.6,25,35,60,30,150
23,2,22,0,2,1,0.477163024,1499.11,4,3,-0.484848485,0.6,25,35,60,30,150
23,2,24,0,2,1,0.477163024,1115.38,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,31,0,2,1,0.477163024,2114.75,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,36,0,2,1,0.477163024,1799.49,3,1,-0.484848485,0.6,25,35,60,30,150
23,2,42,0,2,1,0.477163024,230.61,2,2,-0.484848485,0.6,25,35,60,30,150
23,2,47,0,2,1,0.477163024,739.91,4,3,-0.484848485,0.6,25,35,60,30,150
23,2,48,0,2,1,0.477163024,825.55,2,3,-0.484848485,0.6,25,35,60,30,150
23,2,57,0,2,1,0.477163024,1017.48,2,2,-0.484848485,0.6,25,35,60,30,150
23,2,61,0,2,,0.477163024,651.77,2,2,-0.484848485,0.6,25,35,60,30,150
23,2,68,0,2,1,0.477163024,81.36,4,2,-0.484848485,0.6,25,35,60,30,150
23,2,70,0,2,,0.477163024,81.21, ,4,-0.484848485,0.6,25,35,60,30,150
23,2,75,0,2,1,0.477163024,2092.02,2,2,-0.484848485,0.6,25,35,60,30,150
23,2,76,0,2,0,0.477163024,518.22,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,2,1,3,0,0.477163024,9868.74,3,1,-0.484848485,0.6,25,35,60,30,150
23,2,4,1,3,1,0.477163024,2677.77,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,13,1,3,1,0.477163024,1641.75,3,4,-0.484848485,0.6,25,35,60,30,150
23,2,17,1,3,1,0.477163024,2182.48,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,27,1,3,,0.477163024,33.79,2,4,-0.484848485,0.6,25,35,60,30,150
23,2,35,1,3,0,0.477163024,709.3,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,37,1,3,0,0.477163024,286.67,4,3,-0.484848485,0.6,25,35,60,30,150
23,2,38,1,3,,0.477163024,963.62,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,43,1,3,,0.477163024,1063.81,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,49,1,3,0,0.477163024,233.96,2,3,-0.484848485,0.6,25,35,60,30,150
23,2,50,1,3,,0.477163024,44.1,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,53,1,3,0,0.477163024,498.3,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,55,1,3,,0.477163024,1038.36,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,58,1,3,1,0.477163024,223.63, ,4,-0.484848485,0.6,25,35,60,30,150
23,2,59,1,3,,0.477163024,2095.31,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,64,1,3,,0.477163024,43.45,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,67,1,3,0,0.477163024,237.08,5,4,-0.484848485,0.6,25,35,60,30,150
23,2,69,1,3,0,0.477163024,30.9,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,71,1,3,0,0.477163024,967.55,4,2,-0.484848485,0.6,25,35,60,30,150
23,2,80,1,3,0,0.477163024,583.68,4,2,-0.484848485,0.6,25,35,60,30,150
23,2,5,0,3,0,0.477163024,318,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,8,0,3,,0.477163024,174.21,3,2,-0.484848485,0.6,25,35,60,30,150
23,2,10,0,3,,0.477163024,109.68,3,4,-0.484848485,0.6,25,35,60,30,150
23,2,12,0,3,1,0.477163024,1694.2,4,2,-0.484848485,0.6,25,35,60,30,150
23,2,15,0,3,0,0.477163024,773.88,2,1,-0.484848485,0.6,25,35,60,30,150
23,2,16,0,3,1,0.477163024,241.07,3,2,-0.484848485,0.6,25,35,60,30,150
23,2,21,0,3,0,0.477163024,823.84,4,3,-0.484848485,0.6,25,35,60,30,150
23,2,25,0,3,1,0.477163024,420.76,3,1,-0.484848485,0.6,25,35,60,30,150
23,2,32,0,3,1,0.477163024,56.28,5,2,-0.484848485,0.6,25,35,60,30,150
23,2,33,0,3,,0.477163024,204.24,4,3,-0.484848485,0.6,25,35,60,30,150
23,2,40,0,3,1,0.477163024,1037.02,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,56,0,3,1,0.477163024,179.87,3,3,-0.484848485,0.6,25,35,60,30,150
23,2,60,0,3,,0.477163024,630.66,3,1,-0.484848485,0.6,25,35,60,30,150
23,2,66,0,3,,0.477163024,38.04,5,4,-0.484848485,0.6,25,35,60,30,150
23,2,74,0,3,,0.477163024,96.28,4,4,-0.484848485,0.6,25,35,60,30,150
23,2,79,0,3,,0.477163024,735.66,5,4,-0.484848485,0.6,25,35,60,30,150
24,1,1,1,1,1,0.284759529,1570.36,5,3,0.232323232,0.675,70,35,60,30,195
24,1,3,1,1,1,0.284759529,1134.82,5,3,0.232323232,0.675,70,35,60,30,195
24,1,7,1,1,1,0.284759529,72.71,4,3,0.232323232,0.675,70,35,60,30,195
24,1,11,1,1,1,0.284759529,734.85,4,3,0.232323232,0.675,70,35,60,30,195
24,1,19,1,1,1,0.284759529,409.27,4,3,0.232323232,0.675,70,35,60,30,195
24,1,28,1,1,1,0.284759529,193.87,5,3,0.232323232,0.675,70,35,60,30,195
24,1,46,1,1,1,0.284759529,220.27,5,3,0.232323232,0.675,70,35,60,30,195
24,1,54,1,1,1,0.284759529,299.42,5,3,0.232323232,0.675,70,35,60,30,195
24,1,62,1,1,1,0.284759529,1864.28,5,3,0.232323232,0.675,70,35,60,30,195
24,1,72,1,1,1,0.284759529,426.89,5,3,0.232323232,0.675,70,35,60,30,195
24,1,6,0,1,0,0.284759529,1142.65,3,3,0.232323232,0.675,70,35,60,30,195
24,1,14,0,1,,0.284759529,304.99,5,3,0.232323232,0.675,70,35,60,30,195
24,1,26,0,1,0,0.284759529,732.54,4,3,0.232323232,0.675,70,35,60,30,195
24,1,30,0,1,0,0.284759529,496.04,5,3,0.232323232,0.675,70,35,60,30,195
24,1,39,0,1,1,0.284759529,996.66,4,3,0.232323232,0.675,70,35,60,30,195
24,1,44,0,1,,0.284759529,181.62,5,3,0.232323232,0.675,70,35,60,30,195
24,1,63,0,1,1,0.284759529,335.24,5,3,0.232323232,0.675,70,35,60,30,195
24,1,78,0,1,1,0.284759529,1736.97,4,3,0.232323232,0.675,70,35,60,30,195
24,1,23,1,2,1,0.284759529,877.5,3,2,0.232323232,0.675,70,35,60,30,195
24,1,29,1,2,1,0.284759529,553.94,3,1,0.232323232,0.675,70,35,60,30,195
24,1,34,1,2,1,0.284759529,750.46,3,1,0.232323232,0.675,70,35,60,30,195
24,1,41,1,2,0,0.284759529,2127.32,4,3,0.232323232,0.675,70,35,60,30,195
24,1,45,1,2,1,0.284759529,1863.42,4,3,0.232323232,0.675,70,35,60,30,195
24,1,51,1,2,1,0.284759529,1622.3,3,3,0.232323232,0.675,70,35,60,30,195
24,1,52,1,2,1,0.284759529,3486.42,3,3,0.232323232,0.675,70,35,60,30,195
24,1,65,1,2,0,0.284759529,4781.33,3,1,0.232323232,0.675,70,35,60,30,195
24,1,73,1,2,0,0.284759529,1901.24,3,3,0.232323232,0.675,70,35,60,30,195
24,1,77,1,2,0,0.284759529,718.2,4,3,0.232323232,0.675,70,35,60,30,195
24,1,9,0,2,1,0.284759529,12.53,4,3,0.232323232,0.675,70,35,60,30,195
24,1,18,0,2,0,0.284759529,49.94,4,3,0.232323232,0.675,70,35,60,30,195
24,1,20,0,2,1,0.284759529,2168.64,4,3,0.232323232,0.675,70,35,60,30,195
24,1,22,0,2,0,0.284759529,1326.96,3,1,0.232323232,0.675,70,35,60,30,195
24,1,24,0,2,0,0.284759529,2846.25,1,1,0.232323232,0.675,70,35,60,30,195
24,1,31,0,2,0,0.284759529,238.5,4,3,0.232323232,0.675,70,35,60,30,195
24,1,36,0,2,0,0.284759529,1895.14,2,1,0.232323232,0.675,70,35,60,30,195
24,1,42,0,2,0,0.284759529,5578.08,3,3,0.232323232,0.675,70,35,60,30,195
24,1,47,0,2,1,0.284759529,970.75,4,3,0.232323232,0.675,70,35,60,30,195
24,1,48,0,2,0,0.284759529,4098.35,3,3,0.232323232,0.675,70,35,60,30,195
24,1,57,0,2,1,0.284759529,294.21,1,1,0.232323232,0.675,70,35,60,30,195
24,1,61,0,2,1,0.284759529,6587.55,2,3,0.232323232,0.675,70,35,60,30,195
24,1,68,0,2,,0.284759529,335.59,5,3,0.232323232,0.675,70,35,60,30,195
24,1,70,0,2,0,0.284759529,297.31,5,3,0.232323232,0.675,70,35,60,30,195
24,1,75,0,2,0,0.284759529,1201.03,3,3,0.232323232,0.675,70,35,60,30,195
24,1,76,0,2,0,0.284759529,283.83,5,3,0.232323232,0.675,70,35,60,30,195
24,1,2,1,3,1,0.284759529,1729.49,3,3,0.232323232,0.675,70,35,60,30,195
